Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2019-01-31,627.1975708007812,628.6619104269257,607.4917534748023,607.4917534748023,13825233
2019-02-01,633.473388671875,638.0337714164227,622.9719905829859,628.7038145268627,6276585
2019-02-04,632.5109252929688,638.0335559715538,626.9045874391917,633.4313467153656,3945391
2019-02-05,631.6323852539062,635.899919731023,625.0637968404512,625.0637968404512,4694366
2019-02-06,638.703125,641.7573396428285,631.2140632197849,632.2181920799007,5880482
2019-02-07,639.288818359375,643.8492003801566,636.7785219522046,638.4938809493487,3961797
2019-02-08,636.6949462890625,646.1922151341192,631.6743528403027,635.9418368429015,5915169
2019-02-11,638.28466796875,643.2634325554711,635.1049695084262,641.7154369189782,5500216
2019-02-12,627.9507446289062,636.2346932923224,620.0432996217357,636.2346932923224,7310690
2019-02-14,619.2483520507812,630.0844764349695,616.9054186609313,628.4109452890599,4610535
2019-02-15,620.8381958007812,624.6454687515553,613.0144074444152,621.1310433077197,5586389
2019-02-18,620.0851440429688,625.6078277030393,615.8594879339329,621.1729291197324,5346825
2019-02-19,606.069091796875,619.6665278146626,603.558795916668,618.4532079248091,9401334
2019-02-20,619.7921142578125,621.7166643772647,607.5334812675616,608.3284185764084,5210675
2019-02-21,613.7256469726562,617.5329196640216,608.4121555707626,617.5329196640216,7202786
2019-02-22,614.9807739257812,617.7002616216272,609.1652438694736,612.930688371414,3750833
2019-02-25,631.6741943359375,634.2681465380559,615.4827538832928,615.4827538832928,6547552
2019-02-26,621.29833984375,629.749650367663,619.3319614865563,626.4025886041949,8319610
2019-02-27,615.2318115234375,624.5617669383225,613.1398978494374,623.390274852038,5936354
2019-02-28,614.4368286132812,621.2146590584038,612.7632977980077,618.1186168357261,8559921
2019-03-01,620.7963256835938,622.0514738947841,615.4410062203369,615.4410062203369,3998826
2019-03-05,612.9307250976562,621.2983800477949,611.048002733875,619.6248490577672,4826505
2019-03-06,612.9307250976562,615.9430604508611,608.32851487508,615.9430604508611,6076668
2019-03-07,604.9396362304688,614.6042676655175,602.9313785757591,614.1858849101291,5951551
2019-03-08,596.0698852539062,604.93963022333,594.647424757402,604.93963022333,7193994
2019-03-11,595.1493530273438,601.2159017928245,593.6013575643038,596.8647117741968,9932198
2019-03-12,591.5513305664062,598.2454540020323,590.4216665933791,593.2666894823636,11997387
2019-03-13,592.8065185546875,601.2996575912193,591.0074523315996,594.1034948430915,11348867
2019-03-14,592.7227783203125,598.2036328037598,590.9237632696264,597.4505234797736,6415187
2019-03-15,601.2577514648438,605.6089416399248,593.7686911258253,595.7769484595875,14638664
2019-03-18,594.2708740234375,605.5672083819586,590.2125306661821,603.7681421108302,8065544
2019-03-19,604.3538818359375,607.9101352077655,591.9279346008663,596.4464376535681,8917337
2019-03-20,618.327880859375,621.1310248755673,608.4540581032172,608.5377142249699,13471173
2019-03-22,621.8004150390625,624.5199028809017,612.7633579636808,623.3902898985211,8883260
2019-03-25,615.2318115234375,621.2147050599224,611.299003601895,621.2147050599224,7644966
2019-03-26,608.9560546875,615.2317955465261,601.7180131345793,615.2317955465261,9406261
2019-03-27,610.5877075195312,612.7632770769756,608.4539660166329,610.8387269189125,7387487
2019-03-28,617.3655395507812,623.3902610125731,610.8387792472192,610.8387792472192,9277241
2019-04-01,631.8414916992188,635.9416623193295,620.8798861065032,620.8798861065032,6584982
2019-04-02,635.439697265625,640.794965452693,631.4231822851871,635.1049706598853,7283600
2019-04-03,630.3355102539062,634.6867015468316,624.8965339057792,632.5947875667828,6897127
2019-04-04,625.81689453125,630.7537799960257,623.4739104358479,628.7455735783932,7688525
2019-04-05,635.35595703125,636.7366403679755,625.9005182401714,628.327158325293,6276040
2019-04-08,642.00830078125,644.3094058019713,632.0926504844406,638.4938756260898,4919911
2019-04-09,636.4437866210938,646.8196987241678,634.4355801661219,644.3094023513702,6730692
2019-04-10,629.8333740234375,641.5480905018834,628.6618819467486,639.2888135380467,7031088
2019-04-11,621.4657592773438,629.0384769867387,619.2483102299217,629.0384769867387,8200995
2019-04-12,625.6913452148438,628.8710436086686,619.7084520099575,621.8003655680144,7043212
2019-04-15,608.746826171875,611.9683525207116,596.2790013307149,606.4038932752568,31574803
2019-04-16,605.90185546875,609.0816051075615,597.5342007815854,609.0816051075615,12524411
2019-04-18,600.0026245117188,604.5630061915296,596.4045434782183,604.5630061915296,13801105
2019-04-22,603.3497314453125,607.2825393655814,598.2873105702938,600.0026695679962,6455426
2019-04-23,609.33251953125,610.8386869009689,601.132229565356,605.7344388502264,5516668
2019-04-24,616.2359008789062,617.4492209466289,605.8181612344177,609.3325861963318,8285120
2019-04-25,609.62548828125,617.2400848929625,608.3703400446931,616.2359560892945,8005235
2019-04-26,617.5328979492188,619.039065534673,610.002008949838,611.6755398385893,6895168
2019-04-30,628.7037353515625,630.7538210323617,617.5329364023968,617.5329364023968,9920046
2019-05-02,611.5081176757812,626.23521872253,610.4203329172174,625.06372678432,6351352
2019-05-03,605.4834594726562,611.675544234379,600.9649566838215,604.8977645150719,6348116
2019-05-06,601.1323852539062,603.9773574508446,594.6474523093152,598.2873619848524,8858265
2019-05-07,606.2783813476562,609.0815761779796,601.3833240170102,602.8058354606853,5747536
2019-05-08,601.9273071289062,607.4918187348705,599.5425456247035,603.3079907821511,6247642
2019-05-09,603.3497314453125,611.0898120366065,598.9567127313348,601.7599076968539,7396525
2019-05-10,599.8352661132812,607.4916900740494,598.2872705274729,603.1404997103372,8352335
2019-05-13,602.2200927734375,607.8682594502103,595.8606448348428,599.5842612287666,6808993
2019-05-14,597.3250732421875,600.5884793477408,588.748226271356,599.5425224000784,10513001
2019-05-15,599.207763671875,606.8223604865112,596.279084375195,598.2036859135616,6668929
2019-05-16,613.4326782226562,616.6960836259096,601.7179629298981,602.4710721989891,6468556
2019-05-17,605.7344360351562,615.6919127074292,602.5546869590687,613.4745152510126,8155948
2019-05-20,604.4793701171875,607.8264318541109,590.7563965669585,602.2200932303425,11213708
2019-05-21,593.5176391601562,604.68848697408,592.1788350591802,604.68848697408,8645535
2019-05-22,593.8941650390625,601.0066700095902,591.5930604897741,594.1033563617251,5795713
2019-05-23,586.6143798828125,599.7097789651348,583.6020448386506,598.2872675551278,7233736
2019-05-24,593.4340209960938,595.5677625124865,586.1123238805557,588.9154674902336,7016424
2019-05-27,592.513671875,597.2832457755296,590.3381018505349,591.927976841417,10247544
2019-05-28,609.2488403320312,613.7255656670544,593.9360444045432,595.776938417445,23860490
2019-05-29,608.9979248046875,613.8930336560646,605.5253785994679,607.0733743560929,10293077
2019-05-30,613.8092041015625,616.9052460697411,604.6047853741741,608.3284013464927,15089296
2019-05-31,617.3237915039062,621.6749826276082,613.5165184227108,616.2778345545604,8290306
2019-06-03,623.097412109375,628.327196166319,610.0020124019434,610.6714145468102,7744761
2019-06-04,615.2735595703125,618.7461562464093,613.4745446878889,616.9052622382629,11733702
2019-06-06,615.524658203125,623.0974265507804,613.89300639723,616.2777675536236,7563925
2019-06-07,618.4534301757812,622.5117739504725,615.7339419949329,615.7339419949329,3218358
2019-06-10,630.5028076171875,631.0048464910234,619.2901294284611,619.2901294284611,4435148
2019-06-11,631.6741943359375,635.1049119028819,627.9924063018615,631.7578504435781,5733127
2019-06-12,630.7537841796875,633.3896157684432,623.3902584553085,633.3896157684432,8738342
2019-06-13,630.2022705078125,634.0633255723081,627.953497401044,627.953497401044,4808577
2019-06-14,628.3353881835938,632.6207362663894,626.4684889988758,631.2205489294588,5556353
2019-06-17,628.4201049804688,631.7720287219228,626.086494397547,630.4991502221473,3085588
2019-06-18,636.5665893554688,638.5183261244877,628.1231512050501,628.1231512050501,6202838
2019-06-19,638.0516967773438,641.021747138043,635.2513221452588,638.5608275503222,4596253
2019-06-20,640.5973510742188,642.2945224356091,624.4742231410103,626.0865048581953,7148684
2019-06-21,636.6089477539062,640.6821484049217,634.020771950187,640.6821484049217,13200318
2019-06-24,632.6206665039062,638.0516359344434,630.2022178725238,638.0516359344434,4758178
2019-06-25,634.8270263671875,637.2031080798614,625.6623099400251,631.3478452492358,3677911
2019-06-26,627.274658203125,637.6698346588798,626.2563448446638,630.499274010278,5447130
2019-06-27,619.9342651367188,631.9417733611723,617.8976905579524,629.6505816406949,11122346
2019-06-28,621.164794921875,627.5291883124679,618.1947446729316,624.1348451708184,5919494
2019-07-01,620.5707397460938,625.8319816796044,619.3402800674687,623.7105173349278,3224968
2019-07-02,627.953369140625,629.3535561541045,619.5523506468616,622.8618553367821,4837606
2019-07-03,620.5707397460938,630.6689307441798,619.4675886455746,628.8020317621517,5958379
2019-07-04,622.692138671875,624.8984924346811,618.2794829398206,618.6189379167315,3274064
2019-07-05,609.2845458984375,624.8985438366578,605.4659101650907,623.7105031133029,4926289
2019-07-08,608.9451293945312,615.1822658961481,604.4476351607228,607.9692868326704,7177092
2019-07-09,607.1632080078125,610.8545359344561,601.6898186251282,609.2846727457853,5022638
2019-07-10,608.6480712890625,613.272873545335,599.5257753443327,601.6472395175257,7573816
2019-07-11,612.2545166015625,613.9516878187533,602.1563271418555,610.5149264626531,6252688
2019-07-12,616.7096557617188,619.9766899802183,610.6422473061504,613.103166546738,7874441
2019-07-15,661.3452758789062,663.2970645161327,640.0033755899351,647.4709197446603,31064152
2019-07-16,666.0125122070312,668.5158505546938,658.5025489576079,659.3511347165739,9924322
2019-07-17,673.9044799804688,674.6257572424822,659.139065330941,665.2064749342607,6754348
2019-07-18,672.6738891601562,677.5956758205541,667.1580821559814,669.5765306634647,6534471
2019-07-19,666.4793090820312,674.2014191567077,662.9576572890849,669.2796318677069,6812754
2019-07-22,665.6307373046875,672.079968813246,663.6365295534063,666.9460349657472,7107151
2019-07-23,670.4252319335938,682.2630147497188,666.6065956570095,667.8370554826228,10782564
2019-07-24,667.2431030273438,673.5650785326009,664.9519106692109,668.6857094597663,5745146
2019-07-25,674.201416015625,679.0383654193844,668.3886240210227,668.8977547820219,9773568
2019-07-26,667.8369140625,674.6255993388659,663.7637132553921,672.3344076993807,4941763
2019-07-29,671.61328125,676.2805034243662,667.1582055381051,669.9585284840108,6244316
2019-07-30,672.6738891601562,677.001655476777,669.1522378169898,671.9950309645084,8673253
2019-07-31,673.4800415039062,678.698812327647,663.2545426880004,671.1039601796842,7350584
2019-08-01,652.4351196289062,669.0250121319372,648.6589545546309,667.3702595950685,10066407
2019-08-02,658.1630249023438,661.8119847180122,646.8344269258222,649.210456442994,10838336
2019-08-05,659.0964965820312,666.903495061323,652.2653923352354,655.6172642782462,9976238
2019-08-06,657.1871948242188,665.0366124190357,653.2412506672382,660.8785218405735,9331718
2019-08-07,658.5872802734375,664.8244156689666,655.4050841921132,660.9633614490044,5130457
2019-08-08,669.322021484375,672.7163645410311,662.9576282531448,664.1880879698956,8009009
2019-08-09,670.2554931640625,676.1107560740356,665.9701451064927,672.0799734052541,4362520
2019-08-13,648.9559936523438,666.9884419885482,645.05251967111,665.4185789684701,7517099
2019-08-14,657.4841918945312,660.4118229266736,651.7138194766275,657.7387572465522,5940968
2019-08-16,657.2721557617188,661.939377908336,647.0467066901167,661.896958974808,5128088
2019-08-19,659.9026489257812,664.4425614185617,656.2536892098371,658.1630069150629,3881451
2019-08-20,672.7164306640625,677.1715063638245,665.1639959032285,666.3096178735949,8435344
2019-08-21,678.4017944335938,682.0507022955616,672.9284067438635,672.9284067438635,5926896
2019-08-22,675.2197265625,679.9717862908961,672.3769330768054,678.7837972555803,5222488
2019-08-23,680.7354125976562,687.3119513253449,675.304443769626,675.8560451545325,6895015
2019-08-26,681.0324096679688,684.6388987155213,667.7520751925274,675.3893461167565,5412074
2019-08-27,665.8428344726562,674.5832574048105,662.830313602603,671.231333308338,16061642
2019-08-28,680.9901123046875,683.1115768290011,667.2430118284215,668.1764872952599,5881134
2019-08-29,684.7662353515625,687.0998460074028,675.0499188076244,675.0499188076244,7830413
2019-08-30,691.5125732421875,693.5915669695459,680.5657959563854,687.3544822003394,8174186
2019-09-03,690.9609375,697.8769319854633,689.0940385167863,691.5973768038073,5647088
2019-09-04,696.9435424804688,697.9194369173231,687.5666792742576,687.9909721957474,6199015
2019-09-05,707.762939453125,710.6905706701207,701.4834359346858,704.4110153581173,7926895
2019-09-06,712.9393310546875,718.7521226634066,708.6115126992303,715.612345062835,6106841
2019-09-09,703.5624389648438,713.0666099175037,702.2471413842159,710.0965597318952,4377870
2019-09-11,695.9251708984375,703.0957310305367,690.8761269898993,697.7920699555469,7981036
2019-09-12,692.785400390625,695.7129796807542,688.0757082242882,692.785400390625,4400017
2019-09-13,703.732177734375,705.2172028509347,693.7188758785718,694.2280066296802,4832021
2019-09-16,702.3743286132812,711.0723312254709,696.3069207078437,706.06565534591,4846496
2019-09-17,705.3868408203125,708.5690370946899,696.3069637587107,705.5989872386043,5540901
2019-09-18,704.1987915039062,706.8294381345224,699.2345860943251,704.2412622218899,3199389
2019-09-19,696.434326171875,701.7804059674489,691.7671046086091,699.955925911656,6601607
2019-09-20,683.1115112304688,708.569083077567,680.5657540457589,698.3012164833291,22462366
2019-09-23,648.616455078125,684.723817825331,629.5657476654427,684.723817825331,17279260
2019-09-24,673.8195190429688,677.723044653769,649.1681128295278,649.1681128295278,13717998
2019-09-25,672.631591796875,679.7172628961548,663.2971474874397,668.4310814989151,9313576
2019-09-26,664.060791015625,676.3228658812185,660.2845739402602,668.4734474252571,18442824
2019-09-27,663.7637939453125,673.9892420271756,661.9817327674966,667.8794141769981,5087642
2019-09-30,683.6631469726562,685.65730281664,665.4185529001838,666.2246679476037,8178091
2019-10-01,673.3953247070312,685.275527203308,671.6981529218489,684.8088153210974,5881438
2019-10-03,666.6488647460938,677.0440389402486,665.4184569906113,672.5465453618972,5497672
2019-10-04,673.3103637695312,676.8319635039737,667.879394332175,670.3827326164809,8201713
2019-10-07,670.0008544921875,680.5657572166701,667.0732233574182,674.4983485140839,3679845
2019-10-09,664.9942626953125,675.3894384296698,660.878590614142,675.0075644725517,6335025
2019-10-10,664.4849853515625,674.3710289283493,659.0115975299415,666.4791927126332,10402917
2019-10-11,691.427734375,699.065006960424,659.0117448203756,663.1698361676453,20636344
2019-10-14,667.0733642578125,676.3229714098306,661.8970109155181,667.6249658176716,15150858
2019-10-15,651.9683227539062,658.4600234769405,649.1680005611771,656.0415233791083,13762133
2019-10-16,654.6414794921875,658.4601153222486,646.2404599486277,649.3802375453906,10767032
2019-10-17,652.9866333007812,653.877637841311,649.2528358627306,650.8651692549697,9860495
2019-10-18,651.5865478515625,656.6356434261189,644.9251704270769,648.1497859204994,10037200
2019-10-22,546.107421875,586.4576693093293,541.6947650278773,586.4576693093293,90152532
2019-10-23,559.0393676757812,564.2379775715725,528.5353739819345,541.3384796372789,60516887
2019-10-24,545.9354248046875,561.2733766422223,543.0569005033251,558.5237109606983,25666433
2019-10-25,547.739990234375,560.6719535395555,546.494042070739,555.94598304995,16549337
2019-10-27,557.5357055664062,560.6720529711993,554.7001332588757,559.4690574732035,2945281
2019-10-29,559.0823364257812,561.7460443000869,555.945989540583,559.3830590276964,16709764
2019-10-30,567.6319580078125,576.9120868141313,563.8512133510844,567.4601465040402,22879467
2019-10-31,589.11376953125,597.5775857659488,572.3580534942977,574.3344106755894,27405901
2019-11-01,591.0899658203125,596.3314750987396,586.5358074114204,592.8944060779976,9713519
2019-11-04,609.220458984375,629.41323865452,582.7120862253882,585.8483801111054,29381982
2019-11-05,598.1359252929688,609.0056772298437,594.1833168316571,609.0056772298437,12897805
2019-11-06,612.05615234375,619.9614228329414,594.6130347891828,597.8782403870715,21372589
2019-11-07,618.7582397460938,622.4101250510212,611.8841027015244,616.0945326195246,13733737
2019-11-08,608.4901123046875,622.3242937840934,606.213033157995,620.3909425089616,8585630
2019-11-11,605.2678833007812,607.6738211570838,599.7685518187939,600.5419133365931,6951494
2019-11-13,594.0543823242188,601.487064889992,590.9610412544171,598.479629565542,9973690
2019-11-14,606.041259765625,609.9079628935795,598.3508063887009,598.3508063887009,10539902
2019-11-15,604.8382568359375,612.6146151982521,603.4633977263906,609.2634518420883,7362623
2019-11-18,605.9553833007812,610.079856347548,600.8856846430654,605.783519331016,7490916
2019-11-19,612.5286865234375,613.5168649171262,605.7834590568264,609.9938898923068,6495885
2019-11-20,612.6576538085938,614.3761886018857,605.7835146354258,612.4857898401606,6142171
2019-11-21,612.8724365234375,619.9184392726071,610.509451314269,614.8057880582118,9692973
2019-11-22,595.64404296875,611.7982560956572,588.683947071143,611.5834392922528,14415826
2019-11-25,599.8544921875,605.9123687203597,595.6441138073487,595.772972437411,7334511
2019-11-26,593.4099731445312,607.7167945892058,589.457364564433,605.7834431748181,27253106
2019-11-27,597.8352661132812,599.4678950765623,592.9803845478805,596.5463650724333,3861635
2019-11-28,603.0767822265625,604.3656832806441,596.3745072344419,600.7137969607463,4837683
2019-11-29,598.3507080078125,603.4633584588111,594.2262358385775,602.2604158174349,4262379
2019-12-02,595.2144165039062,604.9241256451888,593.1521541882757,604.1507641654501,9383736
2019-12-03,600.0692749023438,601.229317180045,591.6484661752517,595.2144463113347,5239013
2019-12-04,609.0916137695312,610.5094258140188,595.7729704196124,598.909317089896,7427886
2019-12-05,614.2472534179688,615.1495261054678,604.7523595466082,607.0294390366008,4814422
2019-12-06,614.4620971679688,618.67252840896,609.7361264648448,615.1925059257636,5226096
2019-12-09,616.3095092773438,620.691751801841,613.7317072169296,615.2354250855045,6435865
2019-12-10,613.989501953125,617.3836186267462,610.0798458246204,612.6576479900766,4457939
2019-12-11,619.57470703125,620.9925191250638,612.6576154108757,615.7509568667211,6043554
2019-12-12,603.2915649414062,619.2739685752227,601.1004437625204,617.3835699804038,11112042
2019-12-13,611.1968383789062,612.5716975675551,601.7878506718857,601.7878506718857,10302412
2019-12-16,613.5169677734375,618.8444365261212,610.2517619074455,612.0562025991579,5616324
2019-12-17,627.00732421875,628.3391779701315,614.3760851263507,618.4146516995003,10525565
2019-12-18,629.3703002929688,633.5377254278765,621.035397577643,628.1243523061322,12215295
2019-12-19,627.9954833984375,632.3777780829872,622.625062789073,630.2725627150136,7199210
2019-12-20,628.5969848632812,631.5614675469924,625.7614132531935,628.1243983358523,7794167
2019-12-23,632.4207763671875,633.5378134450369,628.6829843328982,629.1126180124955,4975608
2019-12-24,630.1866455078125,633.2370338693783,625.8043509029251,633.2370338693783,2890759
2019-12-26,626.3629150390625,631.1747909886018,624.3006525203946,628.9836698409637,3821806
2019-12-27,633.237060546875,633.709647082715,626.276963803132,627.0503253676085,3399094
2019-12-30,629.7570190429688,634.0963083767983,624.9021378668292,632.5066324199013,5368416
2019-12-31,628.2532958984375,633.924438996651,623.3554618887915,627.0073478470914,6927885
2020-01-01,633.1510620117188,635.8577748694352,629.4562232684716,631.5614385527498,2112415
2020-01-02,631.3035888671875,636.545097531161,628.0383841693595,634.9125214049994,5658200
2020-01-03,641.013427734375,642.7319623931803,630.6163140268093,630.6163140268093,7882938
2020-01-06,634.8696899414062,647.7157479073298,632.8504325536925,641.0993785171215,6519403
2020-01-07,625.4605712890625,638.0917562725818,623.0545813441026,634.1391484124404,7899363
2020-01-08,617.1258544921875,626.4059318828291,608.6190862908794,622.9259094170285,8639443
2020-01-09,625.1597900390625,628.553905692188,613.7745005648021,620.1330983059867,13521186
2020-01-10,634.2682495117188,638.349769643852,627.6948329522857,636.2445540339635,9341405
2020-01-13,664.6862182617188,668.0803346309402,648.7468201239355,653.0431566810477,36952038
2020-01-14,666.49072265625,667.607759691393,659.2299032595474,661.592888406991,11414418
2020-01-15,659.5305786132812,664.9439518924611,654.8905668506321,664.9439518924611,6047430
2020-01-16,659.0580444335938,663.7840147652558,653.2579899356449,662.237344054906,5740586
2020-01-17,659.7884521484375,664.1277944750946,654.9765756863783,662.2373957058855,3762957
2020-01-20,660.303955078125,665.4166059085701,655.5779850146992,663.0106155562338,3887680
2020-01-21,655.1913452148438,662.0654839187372,653.687627373367,660.3039963649677,4448374
2020-01-22,661.8076782226562,668.5099526054332,658.1987451102337,660.3039604629397,9733935
2020-01-23,673.96630859375,674.95448700041,667.3929449935188,667.7366204578454,12528017
2020-01-24,672.5914306640625,675.8136828071354,664.7291144567608,666.5765599969933,7540490
2020-01-27,668.5958251953125,674.3529262503606,665.4165783317211,669.4121395706309,3741610
2020-01-28,668.5099487304688,671.7751539292527,663.354345012753,671.0877505893266,5121009
2020-01-29,678.5634155273438,681.2271232506934,673.8803981274411,675.8996553584789,6832757
2020-01-30,670.8300170898438,678.5634230837039,668.5099848025825,678.5634230837039,3859680
2020-01-31,666.7484741210938,674.481879846576,663.0106298864689,670.7010827359123,6092028
2020-02-03,659.4016723632812,679.6374044987804,656.9097764971231,671.9469525451278,6416745
2020-02-04,676.9736938476562,678.7352336975645,661.7216998917521,661.7216998917521,5771311
2020-02-05,674.13818359375,675.3841317304477,665.4166515278996,671.0877950146051,6310409
2020-02-06,662.7957763671875,676.0714659500686,661.6357865507899,673.9662506855775,7341622
2020-02-07,667.9085083007812,669.2403622194024,662.4951344230042,666.7485183432282,2853344
2020-02-10,664.385498046875,668.5099706672875,661.4210153228079,665.0729014093579,3827682
2020-02-11,664.6862182617188,669.4551413510103,660.948426435237,669.3692355980739,4312817
2020-02-12,671.1307373046875,673.021135918938,666.0180862043903,666.6195838242222,2948825
2020-02-13,680.7545776367188,682.2582955425115,672.1189510096988,674.5248891698634,4387430
2020-02-14,675.770751953125,686.7264095965432,674.1810760434396,682.6878429565338,5321680
2020-02-17,678.3486328125,681.7857022776892,673.0641175315645,679.0789890956455,2929629
2020-02-18,685.39453125,686.597473912175,673.3647899551901,674.5247797446999,5083346
2020-02-19,687.800537109375,691.5812818518593,684.1056981207253,687.4138563260885,3985192
2020-02-20,684.8359985351562,692.6553095352078,682.1292857183249,690.2064188498924,4564569
2020-02-24,683.8478393554688,697.3812989273168,680.6685923965873,687.4997252716818,6627536
2020-02-25,686.0391235351562,692.5695348959168,683.4613212960895,686.5546630047612,6996695
2020-02-26,672.5914306640625,688.6597385066209,670.6580793782189,682.2152342204753,8760569
2020-02-27,668.3809814453125,670.8728773441667,663.5261531534188,668.5098925056186,5223386
2020-02-28,628.725830078125,650.2934161406274,620.4338804966222,644.4504095828447,14123957
2020-03-02,636.760009765625,658.1128332217729,630.4873690869798,633.2799877575525,9821523
2020-03-03,641.8727416992188,652.1839504012142,636.9319541961793,648.7468808338824,7826587
2020-03-04,651.9691162109375,654.332101475623,640.6267764513437,647.8016904496086,11013444
2020-03-05,648.403076171875,664.6862018093927,645.954185373142,656.2653928549879,7755293
2020-03-06,634.9556274414062,639.2949171290524,626.4918124610296,636.7171150438545,9216022
2020-03-09,605.3108520507812,623.6991405627762,598.9093002604727,622.5391507011657,10308654
2020-03-11,589.4574584960938,598.0071799356881,574.892865031029,593.4530730340792,16165009
2020-03-12,542.3694458007812,575.7090013606237,539.1901467967035,573.9904670282039,13965574
2020-03-13,551.9503173828125,573.1312768534269,489.7823505344128,508.6862307304778,16903113
2020-03-16,501.08172607421875,534.593149376533,498.3750132139041,534.464238308704,19140152
2020-03-17,476.8504333496094,508.68627864387685,472.59704941576393,505.3351149516307,16059887
2020-03-18,459.1065368652344,496.65653073330947,453.69316302281555,488.0638571912107,15390183
2020-03-19,468.7732849121094,479.471173740036,437.58189108801673,437.58189108801673,16583991
2020-03-20,502.84320068359375,530.5545692477981,470.8784487808979,472.16734964434926,21354894
2020-03-23,452.3612976074219,482.0060205736713,443.29603774017926,464.00435947172974,17146150
2020-03-24,506.7958984375,516.5486148256612,448.53757961967995,448.53757961967995,20027097
2020-03-25,520.8878173828125,545.6347036910361,486.0874937615732,512.9825481945646,18339548
2020-03-26,552.5089111328125,559.2541389141585,525.9575287953459,528.4494251114769,14843813
2020-03-27,560.8436889648438,579.9194305128716,551.8643366034099,571.4556174721255,13495283
2020-03-30,538.5029296875,570.1239618447985,533.6910004261678,537.1280702790377,14624804
2020-03-31,551.219970703125,568.8349502813231,544.5176962795475,558.5237427233535,15175521
2020-04-01,517.96630859375,547.7828938542112,510.4047669794533,545.0761809299029,13083824
2020-04-03,503.2728576660156,520.7159730053088,500.22246930335444,518.5678047998413,10221655
2020-04-07,549.0718383789062,553.5829919806109,526.6449814514958,528.4494219139708,15145605
2020-04-08,542.7132568359375,563.3786793044334,538.2021030858991,541.3384500046095,11806896
2020-04-09,546.7088623046875,560.9297267407588,543.142881753098,555.7741225382784,11931114
2020-04-13,547.6969604492188,559.9844715077093,537.9442457955366,540.4790946458554,8330276
2020-04-15,549.1148681640625,561.3594296550376,546.150384892932,559.7268529235556,11963447
2020-04-16,536.0538940429688,545.5488398400219,518.5678251427089,532.7027829782867,17783287
2020-04-17,540.2642822265625,555.0866422558399,537.9012972943589,553.3681077596918,8878320
2020-04-20,561.359375,567.9757443874141,549.0718618208134,549.9311292102043,13322913
2020-04-21,544.088134765625,555.5163808350769,539.4480697711608,539.4480697711608,11660575
2020-04-22,551.520751953125,554.2274652032556,539.6628724890429,544.0881205149975,8266728
2020-04-23,583.7003173828125,587.438161931594,548.2984910416214,555.9889445374286,14451289
2020-04-24,565.3978881835938,580.0054324071821,562.6482223112272,574.4631477861883,7319940
2020-04-27,571.069091796875,585.1610981038692,568.0187030227356,568.0187030227356,7183306
2020-04-28,567.7178955078125,581.7239415130418,561.1444799172373,578.2868724346782,7296571
2020-04-29,581.3372802734375,586.0202975390621,565.3978823763971,572.2720207639521,8639056
2020-04-30,614.8057250976562,618.6724277712265,599.854453781647,601.487082555359,16253821
2020-05-04,578.888427734375,602.5182800042948,576.0098506269107,592.722611176012,9122740
2020-05-05,578.888427734375,589.1136777947754,575.7091280307733,585.8055194551935,6393053
2020-05-06,572.1860961914062,585.5476917536108,570.596420274265,581.6380361633919,7934250
